ลำดับ	เลขทะเบียนเดิม	FID	ชื่อโรงงาน	ประกอบกิจการ	เลขที่	หมู่	ซอย	ถนน	ตำบล	อำเภอ	จังหวัด	ไปรษณีย์	โทรศัพท์	เงินทุน	คนงาน	แรงม้า
5995	น.64(13)-2/2554-ญอบ.	7.22E+13	บริษัท ออฟโร้ด แอคเซสซอรี่ส์ จำกัด	ผลิตชิ้นส่วนโลหะสำหรับยานพาหนะ	300/56	1			ตาสิทธิ์	ปลวกแดง	ระยอง	21140	038-929600-699	405500000	150	587.67
5996	น.77(2)-4/2556-นหบ.	8.23E+13	บริษัท วีสทีออน ออโตโมทีฟ อิเลคทรอนิคส์ (ประเทศไทย) จำกัด	ผลิตและประกอบชิ้นส่วนรถยนต์และจักรยานยนต์เช่นเรือนไมล์ชุดหัวอ่านเครื่องเสียงและจอมอนิเตอร์					ตาสิทธิ์	ปลวกแดง	ระยอง	21140		99000000	192	2453.15
5997	น.77(2)-3/2554-ญหบ.	7.23E+13	บริษัท วูเทคไทย จำกัด	"ประกอบล้อรถยนต์,ชุดเพลาขับและผลิตชิ้นส่วนพลาสติก"					ตาสิทธิ์	ปลวกแดง	ระยอง	21140		270208000	24	548.11
5998	น.77(2)-1/2553-นหบ.	8.23E+13	บริษัท นารูมิ (ประเทศไทย) จำกัด	"ผลิตและประกอบชิ้นส่วนอุปกรณ์สำหรับรถยนต์,ลิฟต์,บันไดเลื่อนและชิ้นส่วนพลาสติก"	500/27	3	-		ตาสิทธิ์	ปลวกแดง	ระยอง	21140	38955770	306000000	68	1606.3
5999	น.72-1/2551-นหบ.	8.23E+13	บริษัท แคลเรียน เอเซีย (ประเทศไทย) จำกัด	ผลิต ซ่อมแซม นำเข้า และจำหน่ายเครื่องเสียงติดรถยนต์ และวิทยุติดรถยนต์ และระบบวิดิทัศน์ติดรถยนต์ รวมทั้งอุปกรณ์และอะไหล่ที่เกี่ยวข้องทุกชนิด	500/39 นิคมอุตสาหกรรมเหมราชอีสเทิร์นฯ	3			ตาสิทธิ์	ปลวกแดง	ระยอง	21140		0	450	405.65
6000	จ3-58(1)-158/61รย	2.02E+13	บริษัท พ.สว่างไพร จำกัด	"ทำอิฐบล็อก, ทำคอนกรีตอัดแรง, ทำคอนกรีตผสมเสร็จ"	241/8	2			ตาสิทธิ์	ปลวกแดง	ระยอง	21140		7000000	20	333.43
6001	จ3-52(3)-2/35รย	2.02E+13	บริษัท เนเชอรัลอาร์ต แอนด์ เทคโนโลยี จำกัด	ผลิตยางแท่ง ที ที อาร์	91	1		บ้านบึง-บ้านค่าย	ละหาร	ปลวกแดง	ระยอง	21140	961753	0	35	1172
6002	3-105-45/59ฉช	1.02E+13	เนเจอร์ รีไฟน์นิ่งเทค 	คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย 	70/2	7	-	สุวินทวงศ์	คลองนครเนื่องเขต	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000		7000000	7	148
6003	จ3-4(2)-2/60ฉช	2.02E+13	บริษัท อารีย์ฟาแลน จำกัด	การถนอมเนื้อสัตว์โดยวิธีการอบ รมควัน ใส่เกลือ ดอง ตากแห้ง หรือทำให้เยือกแข็ง	78	2	คลองนครเนื่องเขต 7	สุวินทวงศ์	คลองนครเนื่องเขต	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000	038-088-098-9	182000000	77	1868.26
6004	3-4(3)-6/49ฉช	1.02E+13	บริษัท ซีพีเอฟ ฟู้ด แอนด์ เบฟเวอร์เรจ จำกัด	ผลิตหรือถนอมอาหาร หรือสิ่งปรุงแต่งอาหารโดยใช้เทคโนโลยีทันสมัย	26-มี.ค.	7	-	สุวินทวงศ์	คลองนครเนื่องเขต	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000		387500000	394	4808.31
6005	3-64(9)-1/33ฉช	1.02E+13	บริษัท เค.เอส. โมลด์ พาร์ท จำกัด	ผลิตเข็มกระทุ้ง ชิ้นส่วนแม่พิมพ์ และอบ ชุบแข็งโลหะด้วยความร้อน	64/1	2	-	-	คลองนครเนื่องเขต	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000	038-847044	8000000	302	2352.55
6006	3-63(5)-1/41ฉช	1.02E+13	บริษัท ทอร์ค จำกัด	ผลิตอุปกรณ์ถ่ายเทความร้อน (HEAT EXCHANGER)	51/4	1		สุวินทวงศ์	คลองนครเนื่องเขต	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000	847067	121000000	106	598.6
6007	จ3-53(9)-1/43ฉช	2.02E+13	ห้างหุ้นส่วนจำกัด บางปะกงรีไซเคิล	บดเศษพลาสติก ได้ปีละ 120 ตัน	60	17	       -	   สุวินทวงศ์	คลองนครเนื่องเขต	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000		2740000	20	189.5
6008	จ3-70-1/39ฉช	2.02E+13	บริษัท สวอน สยาม คอร์ปอเรชั่น จำกัด	ผลิตเครื่องปั๊มลม อัดลม	1-พ.ค.	7		ฉะเชิงเทรา-บางปะกง	บางพระ	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000	038-516670-2	55232475	139	1265.18
6009	จ3-78(2)-10/48ฉช	2.02E+13	บริษัท เชี่ยวชาญอินดัสทรี่ (1989) จำกัด	ผลิตชิ้นส่วนอะไหล่รถจักรยานยนต์และรถยนต์	4-ก.พ.	1		สุวินทวงศ์	คลองอุดมชลจร	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000		26000000	86	493.08
6010	จ3-20(4)-1/48ฉช	2.02E+13	บริษัท เมอร์ลิน เอ็กซ์เซล จำกัด	ทำน้ำแร่เพื่อใช้ในการทดสอบในห้องแล็บ	ส.ค.-36	1		สุวินทวงศ์	คลองอุดมชลจร	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000	038-846171-2	5700000	23	580.25
6011	3-106-38/48ฉช	1.02E+13	บริษัท ซิ้งค์ แอนด์ เคมีคอล อันดัสตรีส์ จำกัด	นำผลิตภัณฑ์ที่ไม่ใช้แล้วหรือของเสียจากโรงงาน เช่น สารประกอบสังกะสี ทองแดง แคดเมียม นิเกิล โครเมี่ยม แอมโมเนียคลอไรด์ และผงอลูมิเนียม มาผลิตเป็นสังกะสีออกไซด์และสังกะสีคลอไรด์และคัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541)	62/2	7	 -	ร.พ.ช.	คลองอุดมชลจร	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000		2500000	7	191.6
6012	3-61-10/51ฉช	1.02E+13	บริษัท ยูไนเต็ด ทังสเตน จำกัด	ทำชิ้นส่วนอุปรณ์ เครื่องมือ เครื่องใช้ที่ทำจากทังสเตนคาร์ไบด์	-	1	-	-	คลองอุดมชลจร	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000		146500000	78	783.55
6013	จ3-53(6)-1/44ฉช	2.02E+13	บริษัท ยูนีโปร แมนูแฟคเจอริ่ง จำกัด	"รับจ้างตัดฉนวนกันความร้อน-เย็น ได้ปีละ 300,000 ตารางเมตร"	43/9	3	วัดคู้เกษมสโมสร	รพช.สายบ้านหนามแดง-บ้านคลองประเวศบุรีรมย	คลองอุดมชลจร	เมืองฉะเชิงเทรา	ฉะเชิงเทรา	24000		48000000	250	548.74
6014	จ3-53(9)-22/55ฉช	2.02E+13	ห้างหุ้นส่วนจำกัด วาย.เอ็น.เค.พลาส	บดย่อยและหลอมพลาสติก	42	5			เสม็ดใต้	บางคล้า	ฉะเชิงเทรา	24110		1300000	7	200
6015	3-2(1)-36/48ฉช	1.02E+13	บริษัท ยี่สิบไพบูลย์ ไรซ์ อินเตอร์เทรด 2009 จำกัด	"นึ่งข้าว ได้ปีละ 32,800 ตัน"	33/9	5	-	บางน้ำเปรี้ยว-องครักษ์	สิงโตทอง	บางน้ำเปรี้ยว	ฉะเชิงเทรา	24150		8200000	38	924.15
6016	จ3-36(1)-24/47ฉช	2.02E+13	ห้างหุ้นส่วนจำกัด อาวรณ์ อินดัสเทรียล	ทำแผ่นรองรับสินค้าจากไม้ ได้ปีละ 36000 ชิ้น	120/4	7			หนองยาว	พนมสารคาม	ฉะเชิงเทรา	24120		1600000	15	367.08
